userId,movieId,rating,movie_idx
139,2078,4.0,1758
427,4369,2.5,3674
197,3436,5.0,2915
411,2321,3.0,1967
576,1573,3.0,1342
103,595,5.0,557
517,2289,5.0,1939
338,454,4.5,433
21,6539,2.5,5173
380,2087,3.0,1767
471,48516,5.0,7315
586,2997,4.0,2557
123,1644,2.5,1404
46,161582,3.5,9372
336,350,5.0,334
458,5618,5.0,4616
503,5955,4.0,4827
354,2951,4.0,2515
605,27815,5.0,9019
306,5784,0.5,4721
293,2496,3.0,2125
271,1580,4.0,1345
304,26776,3.5,8776
381,104074,3.0,4709
198,1047,2.0,909
589,1961,4.0,1648
75,61323,3.0,9133
6,588,3.0,551
198,4427,5.0,3723
473,6367,4.0,5080
139,6808,4.0,5370
6,1210,4.0,1033
291,53125,3.0,7862
293,1371,4.0,1184
273,7360,4.0,5755
313,23,3.0,22
304,3300,3.0,2807
426,5528,4.5,4547
419,7153,4.5,5628
312,1387,3.0,1200
465,7153,4.0,5628
273,55995,2.0,8218
203,59604,4.0,8791
262,2291,4.0,1941
381,2959,5.0,2521
211,83132,4.0,7543
447,8917,4.5,6384
371,457,5.0,436
176,51662,2.0,7693
447,50792,2.5,7580
287,2123,2.0,1803
447,115231,4.0,7476
134,410,4.0,389
551,5747,5.0,4696
9,72407,3.0,5406
419,5669,4.0,4649
248,2081,4.5,1761
335,3174,5.0,2709
386,364,3.0,348
488,39183,4.5,5108
104,98809,4.0,480
598,1587,3.5,1352
476,5881,4.5,4776
47,2115,5.0,1795
379,34534,4.0,1504
352,256,3.0,241
605,33564,4.0,701
18,1499,1.0,1288
571,1086,5.0,940
524,107,3.5,103
454,588,3.0,551
176,53129,4.0,7864
367,2817,1.0,2404
134,2985,4.0,2545
593,799,0.5,703
429,2393,3.0,2035
73,55253,3.5,8129
561,1240,5.0,1063
440,2571,5.0,2190
327,1,5.0,0
182,592,3.0,554
321,44191,3.0,6751
390,2145,5.0,1825
605,26394,4.0,8670
218,48774,3.5,7354
345,111,4.0,107
304,2671,5.0,2271
375,1214,5.0,1037
519,1278,5.0,1102
216,34,4.0,33
151,58559,4.0,8499
273,783,3.0,690
559,1673,4.0,1431
388,637,3.0,586
122,51540,4.0,7671
297,88125,3.0,8150
186,296,4.5,280
45,435,3.0,414
431,80219,3.0,7172
596,2367,5.0,2010
72,45722,4.0,6970
273,8371,3.5,6139
100,2433,3.0,2075
585,106696,5.0,6154
27,38061,4.5,4362
418,47,4.0,45
289,2066,4.0,1746
602,1188,4.0,1012
427,1641,3.0,1401
287,2804,5.0,2391
579,1617,4.0,1382
602,2735,1.0,2329
473,5248,0.5,4333
473,45928,4.0,6995
562,7451,3.5,5799
166,4678,4.0,3918
306,4061,3.0,3444
59,2067,3.0,1747
572,1147,2.5,988
447,115149,3.0,7462
27,1459,2.5,1261
286,5989,2.5,4852
286,2804,3.0,2391
508,60760,3.0,9062
508,95558,3.0,9313
369,3481,4.0,2950
478,3552,4.0,3004
452,2880,4.0,2454
69,953,5.0,833
143,2700,3.5,2294
216,419,2.0,398
317,173291,2.0,6528
606,1918,4.0,1606
554,145,4.0,133
408,2028,2.0,1714
607,3146,2.0,2688
231,6863,4.0,5400
148,519,2.0,494
40,7445,2.0,5794
67,3452,2.5,2925
609,59315,4.0,8706
131,5669,3.0,4649
509,5945,3.5,4817
301,786,4.0,693
476,5669,4.0,4649
423,858,3.0,748
204,1035,2.5,897
168,5171,3.0,4293
17,374,2.5,358
128,40819,4.0,6025
413,3836,5.0,3254
419,3307,4.0,2813
602,803,4.0,707
329,6333,4.0,5058
186,1673,4.0,1431
116,420,3.0,399
595,30707,2.5,9397
293,1381,1.0,1194
271,158238,4.0,8863
248,1210,4.5,1033
358,1704,4.5,1460
329,1208,2.5,1031
293,434,1.0,413
602,2724,2.0,2318
482,158,2.0,146
414,1393,3.5,1206
371,16,4.0,15
226,36529,4.5,3185
88,6942,3.5,5444
159,1373,2.0,1186
342,858,3.0,748
483,923,4.5,804
238,3527,3.0,2983
605,2010,5.0,1696
67,3168,2.5,2705
413,910,5.0,791
246,2762,4.5,2353
18,3263,2.0,2777
46,1259,3.0,1082
473,7301,3.5,5714
329,1527,4.0,1308
104,66097,3.0,532
381,3564,3.0,3013
579,7143,4.0,5623
159,4367,1.0,3672
225,3593,0.5,3037
273,31909,4.0,9583
220,2186,4.0,1863
176,2915,3.0,2484
366,2248,5.0,1902
317,58376,4.5,8472
90,539,2.5,513
386,2726,3.0,2320
273,75985,3.5,6620
324,5004,4.0,4181
139,7445,3.5,5794
297,6188,3.0,4960
606,165,4.0,153
559,5669,4.0,4649
29,318,5.0,302
286,1380,0.5,1193
185,1307,3.0,1130
18,378,3.0,362
596,2133,3.0,1813
607,4963,4.5,4148
563,7451,5.0,5799
602,2734,4.0,2328
47,1356,4.5,1172
124,4995,4.0,4178
63,1485,3.0,1278
481,1220,3.0,1043
62,106487,0.5,6067
176,78772,3.0,7001
488,5902,2.5,4791
540,153,3.0,141
605,25841,4.0,8511
217,5952,4.0,4824
379,1215,5.0,1038
225,6365,3.0,5078
605,27178,4.0,8865
483,594,5.0,556
104,30825,3.5,9415
273,4022,3.0,3412
607,7438,4.0,5788
473,527,5.0,501
516,165,2.5,153
379,3508,5.0,2968
47,48,4.0,46
447,112552,4.5,7125
380,1947,3.0,1634
516,673,2.0,613
253,4011,4.5,3402
303,1025,4.0,887
386,25963,4.0,8539
293,329,4.0,313
417,2012,3.5,1698
152,81456,3.0,7336
201,457,3.0,436
488,91542,3.5,8548
458,3751,2.5,3175
404,4848,4.5,4060
255,1196,4.0,1019
413,2321,5.0,1967
277,1635,5.0,1398
218,1210,4.0,1033
437,168,3.5,156
218,5400,2.0,4442
185,2009,4.0,1695
99,266,4.0,250
82,1291,1.0,1114
287,2989,3.0,2549
427,1690,3.0,1448
431,33893,4.5,5286
67,1580,4.0,1345
350,73344,4.0,5914
311,1224,4.0,1047
598,72011,3.0,5141
297,4989,1.0,4172
3,475,5.0,451
413,5610,2.0,4608
297,5989,3.0,4852
562,111659,3.5,7010
88,106540,3.0,6088
17,158238,4.0,8863
447,27904,3.5,9048
602,919,5.0,800
46,49824,2.5,7486
320,276,3.0,260
20,745,3.0,666
449,1259,4.0,1082
156,2770,3.0,2361
386,8641,3.5,6262
473,1928,3.5,1616
606,188,5.0,175
551,7361,4.0,5756
124,1034,4.5,900
248,102123,5.0,3239
609,4701,3.0,3934
216,444,2.0,423
123,3949,5.0,3344
131,3052,2.5,2605
283,637,4.0,586
609,148626,4.0,7535
482,66097,4.5,532
413,3104,5.0,2655
437,2490,3.5,2119
596,1673,5.0,1431
312,2012,1.0,1698
231,40826,4.0,6029
67,80463,3.5,7198
67,95875,4.0,9356
176,65130,3.5,9653
488,1676,3.5,1434
273,3997,1.5,3389
18,3551,3.0,3003
473,3168,3.5,2705
601,527,5.0,501
100,2908,4.0,2481
176,1059,3.0,919
605,1211,5.0,1034
473,4963,4.0,4148
389,2908,4.0,2481
44,51080,4.5,7617
516,68954,5.0,2891
413,2607,3.5,2220
413,97306,4.0,9569
474,2115,5.0,1795
154,141,3.0,130
140,2683,3.0,2279
338,5464,5.0,4495
65,3108,4.5,2659
367,1653,3.0,1413
104,88125,4.0,8150
488,51077,1.0,7616
273,8977,2.5,6431
104,8368,4.0,6136
274,5650,3.0,4640
140,4979,3.5,4164
199,780,3.5,687
413,2313,4.0,1961
155,3076,3.0,2629
600,170697,4.0,5394
510,56941,4.0,8301
161,371,3.0,355
461,53024,4.0,7855
355,1441,4.0,1249
73,1041,5.0,903
386,4571,2.5,3837
42,325,5.0,309
216,1031,2.0,893
5,359,3.0,1533
379,6874,4.0,5409
607,1717,3.5,1467
322,357,3.5,341
371,1249,4.0,1072
138,7454,1.5,5801
379,122920,5.0,8348
541,3052,4.5,2605
499,1282,5.0,1106
334,1196,5.0,1019
426,5108,3.0,4257
291,541,3.5,515
379,168248,5.0,3708
224,424,1.0,403
404,1101,4.0,954
553,1035,5.0,897
450,736,3.0,660
195,1527,3.0,1308
464,3740,4.0,3164
605,904,4.5,785
605,4967,4.5,4152
609,909,4.5,798
503,4361,4.0,3668
607,1350,3.5,1166
473,1147,3.0,988
469,494,4.0,469
609,3996,5.0,3388
134,4634,5.0,3887
338,8873,3.5,6368
239,172,5.0,160
338,1953,4.5,1640
90,3354,3.0,2842
428,186,4.0,173
89,1416,4.0,1228
17,8117,4.0,6038
598,95717,2.0,9328
554,372,4.0,356
473,3244,3.5,2759
524,45722,2.0,6970
414,858,5.0,748
606,2420,4.0,2062
243,292,1.0,276
572,7293,2.5,5710
384,421,3.0,400
413,4091,3.0,3468
463,9,2.5,8
447,141004,2.0,6580
513,6746,2.0,5322
603,25,3.0,24
379,608,4.0,566
386,8266,3.5,6099
413,4965,4.0,4151
281,2539,4.0,2162
111,508,4.5,483
26,2876,2.0,2450
609,27831,3.5,9028
17,4886,4.0,4087
367,608,4.0,566
52,1441,5.0,1249
413,292,3.0,276
407,2571,4.5,2190
183,193571,4.0,9269
181,4735,0.5,3966
248,34048,3.5,1104
386,8596,3.5,6236
248,1517,4.0,1302
560,185,2.0,172
479,4975,4.0,4160
444,4427,3.5,3723
413,22,3.0,21
476,57368,4.5,8342
350,60069,4.0,8882
398,1198,5.0,1021
560,1378,4.0,1191
216,2139,3.0,1819
198,1387,5.0,1200
273,57368,3.0,8342
379,5418,4.0,4454
15,2427,1.5,2069
262,300,3.0,284
431,296,2.5,280
54,1357,0.5,1173
413,32587,4.0,9693
413,31101,4.0,9463
44,5500,5.0,4525
607,34048,4.5,1104
367,3917,3.0,3316
474,6534,4.5,5168
131,5970,3.0,4839
531,110,5.0,106
596,377,4.0,361
77,590,2.0,553
44,1036,3.0,898
386,1339,4.0,1155
248,103249,4.0,4130
602,2915,3.0,2484
412,1207,5.0,1030
482,69844,4.0,3631
110,5564,3.5,4572
176,59784,4.0,8839
51,5010,4.0,4186
215,3624,4.0,3059
609,1730,2.0,1478
121,2918,4.5,2487
121,1263,5.0,1087
304,105355,2.5,5543
595,2407,4.0,2049
452,1923,4.0,1611
559,37729,3.5,4146
473,2355,4.0,1998
599,145,2.5,133
56,39,3.0,37
322,110,2.0,106
325,81562,4.5,7357
104,49278,4.0,7431
278,122882,4.5,8331
176,59725,2.5,8820
248,104241,4.5,4810
386,2717,3.0,2311
599,5878,4.5,4773
461,112623,4.0,7132
550,91500,3.5,8540
7,593,4.0,555
413,5949,3.5,4821
82,2115,2.0,1795
427,3882,1.5,3289
599,4816,4.5,4035
297,2193,3.0,1869
168,4958,3.5,4143
41,3968,2.0,3362
264,2688,3.0,2282
305,80166,3.0,7165
306,902,3.5,783
233,588,5.0,551
379,5009,4.0,4185
306,5445,3.0,4476
79,49272,4.5,7427
211,109487,4.0,6722
413,514,3.0,489
572,96610,5.0,9456
94,1291,3.5,1114
563,159093,4.0,9066
78,1261,5.0,1084
287,4720,3.0,3952
607,4873,3.0,4077
27,8951,3.0,6410
273,52973,3.5,7842
220,1086,4.5,940
419,32,3.5,31
306,5610,2.0,4608
595,33649,5.0,765
378,339,3.0,323
609,159093,3.0,9066
606,1214,3.0,1037
138,54001,3.0,7999
557,4159,5.0,3520
482,4308,4.5,3630
108,315,2.0,299
21,64575,3.5,9574
279,1911,2.5,1600
279,33672,4.5,788
195,44665,4.0,6822
67,1912,3.0,1601
541,4816,1.5,4035
513,6942,4.5,5444
509,497,1.5,472
274,3994,2.0,3386
269,784,1.0,691
306,1291,3.5,1114
56,1303,3.0,1126
589,8807,2.5,6334
413,5240,4.0,4328
365,6942,3.5,5444
476,45447,4.0,6939
216,3549,3.0,3001
326,1148,4.0,989
598,169984,2.5,4935
221,63082,3.0,9352
524,8784,4.0,6317
595,40815,3.5,6024
550,114662,4.0,7407
604,1588,4.0,1353
273,57528,3.5,8366
67,16,3.5,15
286,2918,3.0,2487
90,1376,3.5,1189
380,597,4.0,559
367,2542,3.0,2165
273,3755,1.5,3179
379,5266,3.0,4341
94,4126,4.0,3490
358,1172,4.5,999
598,169904,2.0,4903
218,47997,3.5,7245
479,44197,3.0,6754
463,110,5.0,106
104,65514,4.5,9722
291,130490,3.5,9617
0,1197,5.0,1020
482,1407,2.5,1219
176,3034,4.0,2589
40,7149,4.5,5625
579,3556,5.0,3008
468,1127,5.0,973
550,166568,5.0,2323
368,1610,2.5,1375
569,3793,4.0,3217
598,6330,2.5,5055
39,457,3.0,436
224,1407,4.0,1219
181,2622,3.0,2234
159,3703,4.0,3127
297,33794,3.0,888
479,953,4.0,833
431,1,2.5,0
554,2469,3.0,2103
20,45672,3.0,6965
124,79553,3.5,7090
435,421,4.0,400
380,594,2.0,556
176,5266,3.5,4341
104,7254,4.0,5692
168,356,4.5,340
40,81845,3.0,7400
199,8977,3.0,6431
550,84152,4.5,7655
176,2085,5.0,1765
60,30707,4.5,9397
415,6365,0.5,5078
476,77455,4.5,6825
125,231,1.0,216
403,165,3.0,153
516,1967,1.0,1654
609,5463,2.5,4494
155,4914,5.0,4104
327,1265,3.0,1089
488,34,2.0,33
65,3262,4.0,2776
554,2352,4.0,1995
209,1356,4.5,1172
17,53996,3.0,7998
473,3194,3.5,2728
345,8973,4.0,6430
602,924,5.0,805
88,126088,5.0,9005
33,2959,4.0,2521
380,4890,3.5,4091
540,203,3.0,190
559,80463,4.0,7198
447,2693,4.0,2287
195,3578,5.0,3025
14,1,2.5,0
595,1722,2.0,1472
231,40815,2.5,6024
292,1682,4.0,1440
245,95510,3.0,9310
413,500,3.0,475
334,2699,2.5,2293
598,6587,1.5,5216
211,33794,4.0,888
413,444,2.0,423
413,2167,2.0,1845
599,4679,3.5,3919
0,1625,5.0,1390
116,34,3.0,33
600,47,4.0,45
159,616,3.0,573
478,2374,4.0,2017
582,60756,3.0,9060
473,1089,4.0,943
598,360,2.5,344
375,589,5.0,552
103,1772,4.0,1510
138,5463,1.5,4494
27,2542,3.0,2165
533,1210,4.5,1033
524,54503,3.5,8045
62,2028,3.5,1714
90,1805,3.0,1531
289,1633,4.0,1397
56,2000,5.0,1686
508,98243,3.5,9715
381,750,5.0,669
526,2312,4.0,1960
13,339,4.0,323
424,95,2.5,91
136,2020,4.5,1706
476,1270,4.5,1094
253,48385,2.0,7299
38,2459,3.0,2095
287,412,3.0,391
602,4643,1.0,3895
598,45648,2.5,6959
327,63859,2.0,9461
598,240,1.5,225
304,2010,5.0,1696
390,1376,3.0,1189
251,115617,4.0,7512
178,735,3.0,659
329,34,3.0,33
121,714,5.0,642
427,4022,2.0,3412
604,63853,3.0,9459
488,3897,4.0,3299
571,2028,5.0,1714
273,29,4.0,28
83,412,5.0,391
247,147382,5.0,7401
598,7986,1.0,5999
602,1248,4.0,1071
386,4787,3.0,4008
513,2858,4.0,2433
132,780,3.0,687
176,1188,2.5,1012
285,1625,4.0,1390
508,6367,3.0,5080
461,1210,1.0,1033
23,8784,3.0,6317
473,3526,4.0,2982
456,2858,3.0,2433
20,97938,3.5,9664
90,5693,4.5,4667
482,3999,3.5,3391
379,97913,5.0,9657
408,3219,3.0,2744
306,5970,2.0,4839
367,736,3.0,660
31,1409,4.0,1221
473,262,4.0,247
306,524,2.5,499
390,908,5.0,789
41,780,2.0,687
447,115216,3.0,7472
578,1653,5.0,1413
17,158972,3.5,9047
482,7124,3.5,5610
231,43904,2.0,6709
607,4865,4.0,4070
56,3446,4.0,2919
281,919,5.0,800
232,4027,3.5,3416
27,899,2.0,780
390,5013,5.0,4189
158,587,4.0,550
447,86293,2.0,7936
379,31221,2.0,9479
356,1220,3.0,1043
324,1517,4.0,1302
176,1030,2.0,892
306,5459,1.5,4490
104,3997,3.0,3389
579,49272,4.5,7427
532,66934,3.0,1211
468,3812,3.0,3233
248,8636,4.0,6259
413,63082,4.0,9352
399,1210,5.0,1033
605,4392,3.0,3695
473,2553,3.5,2175
607,2133,2.5,1813
447,84950,2.5,7750
135,198,3.0,185
248,148626,4.5,7535
345,31923,4.0,9586
598,1198,3.5,1021
194,1863,2.0,1569
287,3018,3.0,2574
447,26409,1.0,8674
124,7008,5.0,5503
527,3821,2.0,3241
609,114707,3.0,7415
413,3275,5.0,2789
118,48516,4.0,7315
488,105,4.5,101
488,5015,0.5,4191
381,4719,3.5,3951
482,76077,4.0,6629
152,138396,3.5,5739
41,3387,4.0,2862
488,6281,1.5,5018
181,4054,4.0,3437
524,4248,3.5,3588
159,778,5.0,685
390,1952,5.0,1639
372,216,3.0,203
139,5747,3.0,4696
596,2551,4.0,2173
297,42725,0.5,6583
488,1619,3.0,1384
248,122920,4.5,8348
338,7361,4.5,5756
94,6893,4.0,5425
607,6796,3.5,5361
459,3578,5.0,3025
583,329,4.0,313
330,4963,4.0,4148
304,106100,4.5,5912
61,6058,3.5,4898
231,5882,2.5,4777
90,1974,4.0,1661
596,933,5.0,814
155,2918,3.0,2487
139,4448,3.0,3743
199,3004,4.0,2562
488,8623,3.0,6254
413,1488,3.0,1280
278,69640,3.0,3474
273,40278,4.0,5822
131,5816,3.0,4743
159,126,1.0,121
560,97306,2.0,9569
181,849,1.5,744
540,248,3.0,233
602,1676,5.0,1434
517,1371,0.5,1184
559,6618,3.5,5240
338,32,3.0,31
73,8838,5.0,6351
478,2694,3.0,2288
121,115122,5.0,7459
447,2027,2.0,1713
51,293,4.0,277
584,5103,5.0,4253
524,8376,4.0,6143
296,79,1.0,77
243,457,5.0,436
231,6534,2.5,5168
272,150,3.0,138
225,595,2.5,557
124,79132,4.0,7041
31,203,4.0,190
35,908,3.5,789
371,1200,5.0,1023
67,93287,4.0,8990
479,8641,4.5,6262
468,2699,3.0,2293
72,150,2.0,138
65,1302,4.5,1125
139,6246,4.0,4997
478,1544,2.0,1315
121,923,5.0,804
476,587,3.0,550
38,1248,5.0,1071
607,7439,5.0,5789
293,3168,4.0,2705
124,47997,4.0,7245
559,4226,3.5,3569
508,5446,3.0,4477
228,593,4.0,555
248,1693,4.0,1451
582,99007,3.0,632
63,553,4.0,527
609,63113,3.5,9357
461,3897,3.0,3299
494,27773,5.0,9001
27,1253,3.5,1076
412,318,5.0,302
598,2268,3.0,1922
525,2324,5.0,1970
88,109374,3.5,6701
40,80906,2.0,7269
92,2167,4.0,1845
598,34148,3.0,5989
302,5544,3.5,4562
559,8644,3.5,6264
327,1201,2.5,1024
103,2144,3.0,1824
194,3515,4.0,2975
124,2318,3.5,1965
197,1307,4.0,1130
437,3317,4.0,2821
461,80862,4.5,7266
104,72356,4.5,5381
204,71462,5.0,4803
472,46578,4.5,7070
442,6016,4.0,4873
447,1552,0.5,1323
488,31685,3.5,9550
602,1612,3.0,1377
433,1387,4.0,1200
254,344,5.0,328
599,55052,1.5,8094
279,6155,3.5,4942
589,4018,2.5,3408
333,4027,4.0,3416
110,81229,4.0,7311
273,1391,4.0,1204
551,1064,3.5,923
293,1234,3.0,1057
131,31658,4.0,9546
413,54001,3.5,7999
316,96811,3.0,9489
287,3767,1.0,3200
574,2572,2.0,2191
437,6,5.0,5
49,139385,2.5,6110
57,261,4.0,246
447,2375,3.0,2018
413,924,5.0,805
274,3504,5.0,2964
198,1466,3.0,1267
606,3438,3.0,2911
100,2598,2.0,2213
264,1784,4.0,1517
562,81784,2.5,7382
160,1234,4.0,1057
386,3489,2.5,2953
599,5679,3.5,4658
586,1641,4.0,1401
5,838,4.0,734
165,3000,5.0,2558
523,23,2.0,22
554,1977,3.0,1664
605,3996,4.0,3388
265,2395,3.0,2037
116,597,3.0,559
27,61210,3.5,9115
421,3897,4.0,3299
287,1748,4.0,1489
88,950,3.0,830
447,1220,3.0,1043
239,104,5.0,100
67,30810,2.5,9409
427,455,1.0,434
61,356,5.0,340
380,1527,2.0,1308
560,480,4.5,456
598,6754,2.5,5329
376,1214,5.0,1037
87,4993,5.0,4176
596,1449,5.0,1255
452,2671,4.0,2271
102,68157,5.0,2232
306,51091,3.0,7622
599,2858,4.5,2433
155,7063,4.5,5554
380,5669,3.5,4649
140,858,2.5,748
351,90746,4.5,8416
220,27768,4.5,8996
432,174055,1.5,6602
287,27788,3.0,9008
226,97304,4.5,9567
579,8970,2.5,6424
598,178061,3.0,7124
409,1663,5.0,1423
289,2160,4.0,1838
218,30810,3.0,9409
72,45720,4.0,6969
317,1147,4.0,988
566,57504,3.0,8361
413,880,2.0,763
380,4343,2.0,3655
304,102903,4.5,3858
306,2542,3.0,2165
18,3308,2.0,2814
231,69844,3.5,3631
102,50912,3.5,7598
306,101,4.5,97
159,3698,4.0,3122
386,52241,3.5,7755
369,2716,3.5,2310
598,1480,2.5,1275
609,168252,5.0,3711
118,87869,4.5,8106
558,19,2.0,18
56,364,4.0,348
364,73017,3.0,5812
198,903,3.0,784
559,56367,3.5,8255
479,2167,3.0,1845
225,5349,4.0,4406
248,78039,3.5,6915
413,3752,3.0,3178
355,4027,4.0,3416
20,260,4.5,245
455,640,5.0,589
596,2023,3.0,1709
355,3481,4.0,2950
367,1298,3.0,1121
389,27695,3.0,8968
450,494,3.0,469
456,2606,2.0,2219
225,4233,0.5,3575
609,116823,4.0,7646
598,267,1.0,251
176,2863,3.0,2438
306,6265,1.0,5005
304,2571,5.0,2190
287,2112,3.5,1792
223,3358,5.0,2845
139,1401,4.0,1215
600,59315,5.0,8706
311,2140,4.0,1820
118,102481,4.0,3532
45,111,4.0,107
379,8501,3.5,6194
479,353,3.0,337
287,4571,3.0,3837
478,4254,2.0,3593
3,2599,5.0,2214
274,3089,4.0,2640
297,5943,0.5,4815
67,91094,3.0,8464
413,7175,2.0,5648
519,3186,2.5,2721
56,3081,4.0,2634
437,2549,3.0,2171
367,2985,3.0,2545
353,2699,3.5,2293
138,4148,1.5,3509
473,8446,2.5,6166
287,2124,3.0,1804
419,5151,2.5,4282
413,2253,1.0,1907
576,2476,3.0,2110
437,7346,1.0,5747
279,1042,4.0,904
559,122904,3.0,8343
350,57669,3.5,8386
167,903,4.5,784
483,3809,4.0,3230
598,4007,3.0,3398
379,1831,3.0,1548
607,3481,4.5,2950
102,356,4.0,340
473,3102,3.5,2653
524,164540,3.5,631
488,357,4.5,341
44,2105,3.0,1785
45,590,5.0,553
317,134853,4.5,3205
355,1653,4.5,1413
609,231,4.0,216
589,2908,3.5,2481
473,32582,4.5,9689
351,3510,3.0,2970
447,98296,1.5,9723
18,933,4.0,814
379,4018,3.0,3408
18,2822,2.0,2410
139,5506,3.0,4534
205,719,3.0,645
562,1907,3.5,1597
218,2762,2.0,2353
272,520,3.0,495
381,94985,3.5,9223
413,6954,4.0,5457
49,969,3.5,843
424,500,3.0,475
591,240,2.0,225
67,2985,3.0,2545
248,6482,3.0,5146
198,497,3.0,472
304,87485,5.0,8061
447,165343,1.5,1293
139,2561,3.0,2182
231,48780,4.5,7355
344,3489,4.0,2953
476,608,4.5,566
82,7153,4.5,5628
181,2997,5.0,2557
456,3798,3.0,3222
199,852,3.5,747
576,2815,2.0,2402
88,146684,5.0,7297
485,405,3.0,384
358,648,3.5,594
104,909,4.0,798
27,4787,2.0,4008
291,2628,4.0,2239
413,6631,1.5,5249
325,4973,4.0,4158
136,356,3.5,340
482,5816,3.5,4743
215,3035,3.0,2590
607,1391,3.5,1204
482,3159,4.5,2698
143,588,4.5,551
100,2997,5.0,2557
181,4452,3.0,3747
508,6807,4.0,5369
67,4886,4.5,4087
607,252,3.5,237
215,2791,5.0,2378
381,53974,1.0,7995
473,4366,3.0,3671
494,1617,4.5,1382
199,5989,4.5,4852
102,90522,4.0,8396
413,3841,2.0,3259
278,6664,3.0,5272
17,508,4.0,483
139,3753,4.0,3177
476,63131,4.0,9358
183,179401,2.5,7290
41,161,3.0,149
419,31410,4.0,9510
366,2396,4.0,2038
67,95441,3.5,9296
355,4993,3.5,4176
18,2717,1.0,2311
65,1093,3.5,947
231,50685,3.5,7576
221,68157,4.5,2232
131,1380,3.0,1193
508,133419,5.0,1990
413,3703,4.0,3127
327,293,3.5,277
274,5225,5.0,4318
231,76251,4.5,6654
521,99114,5.0,715
376,8610,1.5,6243
609,2762,4.5,2353
424,2529,3.0,2153
67,111759,4.5,7021
261,538,2.0,512
281,1721,3.0,1471
317,127180,4.0,9174
413,3441,4.0,2914
596,1961,5.0,1648
127,1228,4.0,1051
104,4974,3.0,4162
134,3101,4.0,2652
413,5324,2.0,4389
447,138210,3.5,5619
185,1073,5.0,930
88,4728,3.0,3959
194,2268,4.0,1922
297,52973,3.0,7842
83,1270,3.0,1094
61,122916,4.0,8346
102,58559,5.0,8499
569,253,3.0,238
598,43908,3.0,6710
609,52245,3.5,7757
248,8874,4.5,6369
104,3310,4.5,2816
248,4306,3.5,3628
269,79,2.0,77
598,111759,3.5,7021
413,37240,4.0,3766
380,5378,3.5,4423
183,170907,4.0,5558
339,253,4.0,238
424,5349,3.0,4406
313,272,3.0,256
386,46967,3.0,7116
